filename,width,height,class,xmin,ymin,xmax,ymax
India_000005.jpg,720,720,D40,20,473,368,576
India_000010.jpg,720,720,D44,461,520,494,573
India_000011.jpg,720,720,D00,368,462,393,579
India_000014.jpg,720,720,D20,304,529,489,691
India_000014.jpg,720,720,D20,1,526,226,708
India_000014.jpg,720,720,D44,261,548,338,666
India_000017.jpg,720,720,D44,151,495,333,616
India_000017.jpg,720,720,D40,207,614,296,678
India_000017.jpg,720,720,D40,314,616,435,674
India_000017.jpg,720,720,D40,264,541,385,599
India_000017.jpg,720,720,D40,398,547,496,603
India_000024.jpg,720,720,D20,44,497,649,695
India_000027.jpg,720,720,D40,474,570,586,621
India_000027.jpg,720,720,D40,478,511,558,548
India_000027.jpg,720,720,D40,191,470,300,547
India_000027.jpg,720,720,D40,1,624,168,711
India_000027.jpg,720,720,D20,12,506,274,663
India_000027.jpg,720,720,D40,640,494,720,531
India_000028.jpg,720,720,D20,121,527,702,712
India_000032.jpg,720,720,D44,6,638,145,717
India_000032.jpg,720,720,D44,144,564,246,635
India_000038.jpg,720,720,D01,248,601,337,720
India_000038.jpg,720,720,D00,379,553,443,620
India_000043.jpg,720,720,D40,317,496,475,537
India_000043.jpg,720,720,D40,497,520,563,549
India_000043.jpg,720,720,D40,200,562,269,595
India_000043.jpg,720,720,D40,509,478,590,514
India_000043.jpg,720,720,D40,160,459,264,527
India_000043.jpg,720,720,D20,72,476,720,650
India_000043.jpg,720,720,D40,376,458,426,488
India_000052.jpg,720,720,D20,351,516,554,674
India_000052.jpg,720,720,D00,560,541,710,687
India_000052.jpg,720,720,D00,406,547,442,697
India_000052.jpg,720,720,D40,331,463,388,505
India_000052.jpg,720,720,D40,604,537,671,559
India_000052.jpg,720,720,D40,509,473,606,507
India_000052.jpg,720,720,D40,419,509,496,531
India_000052.jpg,720,720,D40,460,484,491,506
India_000052.jpg,720,720,D40,406,468,449,487
India_000053.jpg,720,720,D20,173,499,678,705
India_000053.jpg,720,720,D00,574,603,636,630
India_000053.jpg,720,720,D00,286,462,377,691
India_000054.jpg,720,720,D40,171,562,307,614
India_000054.jpg,720,720,D00,520,518,688,710
India_000055.jpg,720,720,D01,523,587,654,702
India_000055.jpg,720,720,D11,364,587,670,641
India_000055.jpg,720,720,D40,518,578,580,628
India_000057.jpg,720,720,D40,496,531,720,633
India_000057.jpg,720,720,D00,222,551,320,698
India_000057.jpg,720,720,D00,537,641,629,695
India_000057.jpg,720,720,D00,509,471,601,525
India_000057.jpg,720,720,D40,489,483,586,544
India_000061.jpg,720,720,D40,516,524,614,567
India_000061.jpg,720,720,D40,303,486,367,525
India_000067.jpg,720,720,D20,46,495,676,619
India_000067.jpg,720,720,D40,2,444,307,487
India_000071.jpg,720,720,D40,327,573,373,604
India_000071.jpg,720,720,D40,367,522,496,599
India_000076.jpg,720,720,D44,1,586,86,644
India_000078.jpg,720,720,D00,265,538,346,694
India_000078.jpg,720,720,D11,417,501,514,617
India_000078.jpg,720,720,D11,506,620,597,712
India_000078.jpg,720,720,D11,161,616,720,679
India_000081.jpg,720,720,D40,268,469,327,504
India_000086.jpg,720,720,D00,471,222,637,705
India_000086.jpg,720,720,D00,53,275,372,685
India_000088.jpg,720,720,D44,537,377,710,550
India_000090.jpg,720,720,D00,385,411,483,589
India_000092.jpg,720,720,D44,506,498,568,567
India_000092.jpg,720,720,D00,549,575,623,647
India_000092.jpg,720,720,D00,237,465,275,535
India_000092.jpg,720,720,D00,356,474,394,544
India_000093.jpg,720,720,D44,394,471,430,517
India_000099.jpg,720,720,D44,494,505,642,678
India_000099.jpg,720,720,D20,124,464,572,695
India_000102.jpg,720,720,D00,463,573,595,720
India_000102.jpg,720,720,D00,375,489,506,573
India_000103.jpg,720,720,D40,125,431,410,559
India_000104.jpg,720,720,D00,358,409,445,585
India_000105.jpg,720,720,D40,5,497,48,518
India_000105.jpg,720,720,D40,47,510,83,534
India_000105.jpg,720,720,D40,93,513,129,537
India_000109.jpg,720,720,D40,403,595,541,643
India_000109.jpg,720,720,D20,27,549,378,710
India_000114.jpg,720,720,D20,207,515,518,706
India_000115.jpg,720,720,D10,341,487,471,520
India_000115.jpg,720,720,D40,196,495,244,531
India_000125.jpg,720,720,D00,516,478,607,576
India_000125.jpg,720,720,D00,565,606,597,673
India_000125.jpg,720,720,D00,449,474,481,541
India_000125.jpg,720,720,D00,239,504,318,656
India_000126.jpg,720,720,D20,178,498,525,696
India_000126.jpg,720,720,D40,428,582,521,685
India_000126.jpg,720,720,D20,542,508,693,696
India_000127.jpg,720,720,D20,253,355,717,648
India_000127.jpg,720,720,D40,190,589,550,716
India_000128.jpg,720,720,D40,343,522,370,542
India_000128.jpg,720,720,D44,92,609,180,710
India_000128.jpg,720,720,D44,180,536,242,607
India_000128.jpg,720,720,D50,107,496,175,534
India_000130.jpg,720,720,D44,447,478,679,670
India_000130.jpg,720,720,D20,86,443,515,636
India_000131.jpg,720,720,D00,67,434,366,707
India_000131.jpg,720,720,D20,13,462,433,709
India_000131.jpg,720,720,D40,374,400,433,435
India_000142.jpg,720,720,D44,326,533,387,646
India_000142.jpg,720,720,D20,1,502,644,688
India_000142.jpg,720,720,D43,399,450,556,495
India_000145.jpg,720,720,D11,278,563,550,614
India_000145.jpg,720,720,D01,488,516,573,619
India_000145.jpg,720,720,D01,576,617,661,720
India_000146.jpg,720,720,D44,512,493,581,578
India_000147.jpg,720,720,D40,494,435,591,486
India_000147.jpg,720,720,D40,417,426,467,452
India_000147.jpg,720,720,D00,384,415,487,508
India_000147.jpg,720,720,D20,116,442,525,578
India_000155.jpg,720,720,D00,386,590,422,720
India_000155.jpg,720,720,D40,245,611,302,663
India_000157.jpg,720,720,D20,127,539,696,674
India_000157.jpg,720,720,D00,543,551,681,662
India_000157.jpg,720,720,D00,389,597,423,676
India_000158.jpg,720,720,D20,71,480,497,608
India_000163.jpg,720,720,D43,216,364,606,444
India_000164.jpg,720,720,D43,69,504,628,693
India_000164.jpg,720,720,D20,20,494,678,630
India_000168.jpg,720,720,D40,318,524,420,641
India_000168.jpg,720,720,D40,122,491,218,541
India_000168.jpg,720,720,D40,173,565,296,649
India_000173.jpg,720,720,D40,512,555,555,580
India_000173.jpg,720,720,D40,4,448,388,720
India_000174.jpg,720,720,D40,74,442,364,540
India_000174.jpg,720,720,D40,368,431,513,494
India_000174.jpg,720,720,D40,332,600,563,645
India_000174.jpg,720,720,D40,358,494,588,580
India_000182.jpg,720,720,D44,425,543,478,641
India_000184.jpg,720,720,D20,488,528,720,696
India_000189.jpg,720,720,D43,233,463,712,607
India_000191.jpg,720,720,D44,333,574,385,656
India_000191.jpg,720,720,D20,132,561,309,701
India_000191.jpg,720,720,D20,226,451,593,530
India_000193.jpg,720,720,D40,165,541,365,622
India_000193.jpg,720,720,D10,18,632,605,704
India_000193.jpg,720,720,D40,598,640,720,701
India_000197.jpg,720,720,D00,428,568,555,677
India_000197.jpg,720,720,D20,516,568,675,679
India_000199.jpg,720,720,D00,445,364,512,400
India_000200.jpg,720,720,D20,77,535,502,706
India_000201.jpg,720,720,D44,257,532,311,595
India_000203.jpg,720,720,D44,163,580,298,692
India_000205.jpg,720,720,D00,487,516,587,654
India_000209.jpg,720,720,D20,22,488,720,693
India_000209.jpg,720,720,D40,463,574,584,662
India_000209.jpg,720,720,D40,289,472,448,523
India_000209.jpg,720,720,D40,469,464,715,562
India_000209.jpg,720,720,D40,27,529,121,610
India_000209.jpg,720,720,D40,186,455,277,509
India_000209.jpg,720,720,D40,594,572,655,630
India_000210.jpg,720,720,D00,423,414,492,520
India_000214.jpg,720,720,D44,269,564,338,653
India_000222.jpg,720,720,D20,31,475,720,633
India_000222.jpg,720,720,D44,395,452,447,585
India_000223.jpg,720,720,D00,414,591,462,668
India_000223.jpg,720,720,D40,306,466,368,488
India_000223.jpg,720,720,D40,363,490,406,506
India_000223.jpg,720,720,D40,413,449,475,471
India_000223.jpg,720,720,D40,90,540,141,570
India_000223.jpg,720,720,D40,155,543,206,573
India_000223.jpg,720,720,D40,216,545,355,582
India_000224.jpg,720,720,D00,300,542,354,696
India_000230.jpg,720,720,D20,101,585,720,705
India_000230.jpg,720,720,D40,439,632,510,676
India_000232.jpg,720,720,D00,580,549,676,664
India_000241.jpg,720,720,D20,400,398,625,651
India_000241.jpg,720,720,D40,422,531,467,573
India_000245.jpg,720,720,D44,176,522,264,582
India_000256.jpg,720,720,D00,311,469,354,660
India_000256.jpg,720,720,D44,72,374,186,479
India_000259.jpg,720,720,D00,495,519,578,687
India_000260.jpg,720,720,D44,320,510,364,685
India_000261.jpg,720,720,D40,300,601,395,711
India_000267.jpg,720,720,D00,427,491,517,572
